"ogc_fid	id	ulykkenummer	intulykkenr	nestenulykke	dato	breddegrad	lengdegrad	ulykketype_kode	ulykketype	skipinvolvert	geom_wkt"
"2057	86A346B4-02A2-4AF3-8E0C-33A7D5B6AD2C	1988/0131	19880131	N	1988-06-11	69.585	17.86333	G	Grunnst�ting	MERKATOR	POINT(17.8633327484131 69.5849990844727)"
"5533	74EDF1E8-11D9-4FDC-B617-8BC25B3FEAAC	1988/0130	19880130	N	1988-06-09	71.055	27.81167	G	Grunnst�ting	POLARVAKT	POINT(27.8116664886475 71.0550003051758)"
"6204	F31F5CA9-0F29-4513-A887-9E21593C6C81	1988/0110	19880110	N	1988-06-08	66.23	12.91833	G	Grunnst�ting	RAGNHILD	POINT(12.9183330535889 66.2300033569336)"
"1613	716E8D2F-6CB2-4FC6-9D5D-282E025B20BB	1988/0104	19880104	N	1988-06-06	61.92967	5.126167	G	Grunnst�ting	ORDINAT	POINT(5.12616682052612 61.9296684265137)"
"7508	D2F4CD97-577A-41C1-912A-BE3A7651CA7E	1988/0087	19880087	N	1988-06-03	63.48	7.86	G	Grunnst�ting	AQUA BELLA	POINT(7.8600001335144 63.4799995422363)"
"5963	889EC4B6-5572-43D0-9AF7-978B910D7EE2	1988/0149	19880149	N	1988-06-02	69.99	23.375	G	Grunnst�ting	HANSSEN SENIOR	POINT(23.375 69.9899978637695)"
"5221	58357BA0-A70F-4D31-86B9-84518DB0047C	1988/0302	19880302	N	1988-05-28	70.61667	25.98333	G	Grunnst�ting	RAMONA	POINT(25.9833335876465 70.6166687011719)"
"10086	8DF72496-67BC-4DC9-AC55-FF2954B1ED0E	1988/0067	19880067	N	1988-05-27	70.49416	22.13333	G	Grunnst�ting	LAUKVIKBUEN	POINT(22.1333332061768 70.4941635131836)"
"6963	753BB87B-BDFA-4FB4-8E03-B23774110470	1988/0309	19880309	N	1988-05-27	59.98667	5.955	G	Grunnst�ting	PARTUS	POINT(5.95499992370605 59.9866676330566)"
"6578	45D5F129-77BF-4211-B258-A7BFE5B78C9D	1988/0071	19880071	N	1988-05-21	62.865	7.120833	G	Grunnst�ting	NORDBRISE	POINT(7.12083339691162 62.8650016784668)"
"8000	98332CC0-E7A9-4073-89D4-C9DC699D5F7C	1988/0064	19880064	N	1988-05-20	59.33333	3.075	G	Grunnst�ting	TOMMELINE	POINT(3.07500004768372 59.3333320617676)"
"6829	BB7DD2E7-7B88-4595-8968-AEC4A208ED94	1988/0142	19880142	N	1988-05-14	68.07833	13.72	G	Grunnst�ting	ASKELADD	POINT(13.7200002670288 68.0783309936523)"
"6870	F542F895-361E-4BC0-A33B-AFE4DE7327D2	1988/0070	19880070	N	1988-05-11	68.49667	14.47833	G	Grunnst�ting	INGO	POINT(14.4783334732056 68.4966659545898)"
"4993	62E75660-609C-415D-B819-7E63F5B48771	1988/0063	19880063	N	1988-05-04	63.705	9.401667	G	Grunnst�ting	SOLNES	POINT(9.40166664123535 63.7050018310547)"
"6897	3F3E3CFF-E098-43C5-8108-B06ECA4D6301	1988/0077	19880077	N	1988-04-26	66.20167	13.01833	G	Grunnst�ting	RANA	POINT(13.0183334350586 66.2016677856445)"
"5280	4BAF4C2E-AC57-4646-B10F-858E490DA077	1988/0076	19880076	N	1988-04-23	66.20167	13.01833	G	Grunnst�ting	RANA	POINT(13.0183334350586 66.2016677856445)"
"5399	B1AB2CA9-98E7-491B-A1F4-88625B5701F3	1988/0061	19880061	N	1988-04-20	69.42167	17.15	G	Grunnst�ting	BJARKØY	POINT(17.1499996185303 69.4216690063477)"
"9783	374F129D-17F5-4348-8CD9-F7A4669DC361	1988/0060	19880060	N	1988-04-17	65.44167	12.15667	G	Grunnst�ting	OSTRA PALL	POINT(12.1566667556763 65.4416656494141)"
"8615	0042A043-120A-4138-A6BA-D8EEB015F911	1988/0303	19880303	N	1988-04-16	70.95	25.5	G	Grunnst�ting	TORBERG	POINT(25.5 70.9499969482422)"
"3739	509282D0-B733-4C36-BB8C-5E327A37DA3C	1988/0058	19880058	N	1988-04-08	59.68717	10.608	G	Grunnst�ting	TORNES	POINT(10.6079998016357 59.6871681213379)"
"5439	BB1C3E38-77B3-4494-AAA9-894D21CE8ED4	1988/0053	19880053	N	1988-03-27	66.95667	13.54833	G	Grunnst�ting	LAUKHOLM JUNIOR	POINT(13.5483331680298 66.9566650390625)"
"11	AE18A599-9640-4E1F-834D-002DFA0DECCC	1988/0052	19880052	N	1988-03-26	70.97833	23.575	G	Grunnst�ting	JIGUTO	POINT(23.5750007629395 70.9783325195313)"
"9565	7A876C2A-CDDE-4EEE-84D1-F252B2E8C7D3	1988/0107	19880107	N	1988-03-25	66.925	13.48667	G	Grunnst�ting	STØVÆRING	POINT(13.4866666793823 66.9250030517578)"
"5617	C34AF009-86B8-46E8-9BAC-8E32093F356F	1988/0039	19880039	N	1988-03-25	61.985	5.171667	G	Grunnst�ting	HÅFLU	POINT(5.17166662216187 61.9850006103516)"
"1704	4C794E79-5FBB-4115-8CB1-2A63631D31FF	1988/0289	19880289	N	1988-03-25	58.30083	6.268333	G	Grunnst�ting	SEA ORIENT	POINT(6.26833343505859 58.3008346557617)"
"9829	C5D50F76-5E2A-4BAE-AF35-F89208E8158C	1988/0051	19880051	N	1988-03-24	61.15417	4.758333	G	Grunnst�ting	POLARLYS	POINT(4.75833320617676 61.154167175293)"
"296	D2C65BD0-6B07-4A8D-B97E-07415BDCE170	1988/0035	19880035	N	1988-03-21	59.585	17.86333	G	Grunnst�ting	SJØODD	POINT(17.8633327484131 59.5849990844727)"
"5510	42B7E9EB-8D3B-4765-82EC-8B1EF007D7CA	1988/0267	19880267	N	1988-03-19	22.52167	69.11	G	Grunnst�ting	HESTIA	POINT(69.1100006103516 22.5216674804688)"
"3245	60FCBEE4-DB1A-4A21-ABE6-51B1F7E53A78	1988/0050	19880050	N	1988-03-18	59.88033	10.70833	G	Grunnst�ting	FINA VI	POINT(10.7083330154419 59.8803329467773)"
"3855	545D144A-A005-4A55-85DC-60D29D70A184	1988/0046	19880046	N	1988-03-11	69.33833	1.044667	G	Grunnst�ting	ASTRUP JOHAN	POINT(1.04466664791107 69.3383331298828)"
"8999	BBF0AA0E-4024-4442-9CAE-E2BCE55189BB	1988/0098	19880098	N	1988-03-10	60.05917	5.525833	G	Grunnst�ting	STRANDEBARM	POINT(5.52583312988281 60.0591659545898)"
"3274	A9E0FE71-97EA-4DB8-91F8-5280EE4FED82	1988/0125	19880125	N	1988-03-09	70.96667	25.47667	G	Grunnst�ting	HJELMSØYVÆRING	POINT(25.4766674041748 70.966667175293)"
"2839	1A5733E6-D72C-4EEC-AC27-473FF2222F1E	1988/0102	19880102	N	1988-03-06	60.06833	5.54	G	Grunnst�ting	ØLEN	POINT(5.53999996185303 60.0683326721191)"
"2941	FE799A92-FFEF-405D-A0CC-49FADAAAA5F0	1988/0083	19880083	N	1988-03-02	59.15	5.173333	G	Grunnst�ting	RAGNAR III	POINT(5.17333316802979 59.1500015258789)"
"4545	2893F7D9-218A-4D19-BC59-7273993C3A92	1988/0068	19880068	N	1988-02-25	21.4325	39.03833	G	Grunnst�ting	HAPPY KARI	POINT(39.038330078125 21.4325008392334)"
"8757	9E06125A-AAA6-43BD-8CA0-DC21C52892BF	1988/0037	19880037	N	1988-02-23	62.7775	6.975	G	Grunnst�ting	DRØBAKSUND III	POINT(6.97499990463257 62.7775001525879)"
"5281	94FC6F71-A815-4F2D-94D6-85900BD5A71E	1988/0101	19880101	N	1988-02-21	59.86917	5.566667	G	Grunnst�ting	HARDINGEN	POINT(5.56666660308838 59.8691673278809)"
"1496	D68CA115-C2F9-47D4-89B0-25527A9A8AF5	1988/0036	19880036	N	1988-02-21	70.79083	24.235	G	Grunnst�ting	CACUS	POINT(24.2350006103516 70.7908325195313)"
"8744	00FBBBBD-7714-4510-BB6F-DBCECEE540F3	1988/0119	19880119	N	1988-02-21	71.03833	24.22	G	Grunnst�ting	HASVIKVÆRING	POINT(24.2199993133545 71.038330078125)"
"3307	9FCC0FE8-770D-4640-8F07-53166D30B8CE	1988/0026	19880026	N	1988-02-19	65.71167	11.93167	G	Grunnst�ting	RÅSA	POINT(11.9316663742065 65.711669921875)"
"8028	7150C75A-D221-4B14-BED2-CA6391A2A1A2	1988/0034	19880034	N	1988-02-18	59.82133	5.258	G	Grunnst�ting	KVAM	POINT(5.25799989700317 59.8213348388672)"
"9753	CD05F367-114A-4CD5-A76E-F6EEC9F139AA	1988/0033	19880033	N	1988-02-17	68.9225	15.01917	G	Grunnst�ting	JAN ROALD	POINT(15.0191669464111 68.9225006103516)"
"7976	3B621D38-098B-4BFB-A500-C92A8698FA43	1988/0032	19880032	N	1988-02-17	68.55466	16.47	G	Grunnst�ting	NOR-SHELL	POINT(16.4699993133545 68.5546646118164)"
"6108	E7178BBF-43B1-4BD9-AABA-9B66CA025154	1988/0030	19880030	N	1988-02-16	68.06917	13.5525	G	Grunnst�ting	OLGRUNN	POINT(13.5524997711182 68.0691680908203)"
"9500	11E69379-FE4D-4283-B9BF-F0D150525361	1988/0031	19880031	N	1988-02-16	61.325	5.071667	G	Grunnst�ting	VIKSTRAUM	POINT(5.0716667175293 61.3250007629395)"
"8568	4ABC85AD-02B6-45CD-A097-D7F952DE61CE	1988/0028	19880028	N	1988-02-13	62.36666	5.781667	G	Grunnst�ting	KETLIN	POINT(5.78166675567627 62.3666648864746)"
"2827	7011909A-6AA6-4EF3-8D9F-4708E1A76A0F	1988/0200	19880200	N	1988-02-12	67.85	14.6	G	Grunnst�ting	FLIPPER	POINT(14.6000003814697 67.8499984741211)"
"6674	8F4E1B70-51CF-48A9-ACA5-AA3B272B05C6	1988/0123	19880123	N	1988-02-11	61.06917	6.433333	G	Grunnst�ting	HAVBLOMST	POINT(6.43333339691162 61.0691680908203)"
"6051	5F0203FC-470C-4DD0-8DF5-9A11807E9927	1988/0027	19880027	N	1988-02-10	61.21333	7.578333	G	Grunnst�ting	SUNNFJORD	POINT(7.57833337783813 61.2133331298828)"
"8407	1A8E203D-CB08-4E2E-B1FA-D32D13AC3649	1988/0025	19880025	N	1988-02-08	69.755	19.11333	G	Grunnst�ting	ØYTIND	POINT(19.1133327484131 69.754997253418)"
"3993	A1566CF7-71BC-4409-826C-6492FA99C2E5	1988/0023	19880023	N	1988-02-05	68.06	13.17167	G	Grunnst�ting	GAMNESVÅG	POINT(13.171667098999 68.0599975585938)"
"5661	9D8CA73D-A0F9-4A6B-8487-8F82859E359F	1988/0021	19880021	N	1988-02-03	69.49333	17.60833	G	Grunnst�ting	VANNVÅG	POINT(17.6083335876465 69.4933319091797)"
"7377	AEEFF12B-C3B6-4A69-A8BE-BB523F4AF323	1988/0020	19880020	N	1988-02-01	58.08333	7.9975	G	Grunnst�ting	PAKETT	POINT(7.99749994277954 58.0833320617676)"
"5551	649BEB3F-7D27-4107-8E2A-8C2BFB10A7D9	1988/0019	19880019	N	1988-01-30	69.7075	30.10417	G	Grunnst�ting	ESSO HARSTAD	POINT(30.1041660308838 69.7074966430664)"
"7836	894E20CE-80DD-438E-A534-C5D15416AE39	1988/0018	19880018	N	1988-01-27	62.485	6.313334	G	Grunnst�ting	THURSO	POINT(6.31333351135254 62.4850006103516)"
"3243	22373B74-7DA7-47C5-84A7-51AEB6E6DD67	1988/0016	19880016	N	1988-01-25	62.55333	6.186666	G	Grunnst�ting	MELSHORN	POINT(6.18666648864746 62.5533332824707)"
"9746	23DBAA54-0F42-4710-8E06-F684AC4FA9AB	1988/0014	19880014	N	1988-01-24	69.324	16.1555	G	Grunnst�ting	BRÅHOLMEN	POINT(16.1555004119873 69.3239974975586)"
"393	0CA7EA32-E274-48A9-9052-09DB8DBDA01D	1988/0013	19880013	N	1988-01-23	61.04467	4.743333	G	Grunnst�ting	STENFOSS	POINT(4.74333333969116 61.0446662902832)"
"3315	E77B4A01-9D54-4EFD-A991-53424B4E8EFD	1988/0012	19880012	N	1988-01-20	63.01667	7.356667	G	Grunnst�ting	HADARVÅG	POINT(7.35666656494141 63.0166664123535)"
"5777	2235E759-7B71-415F-B0AB-933B4230D7D7	1988/0011	19880011	N	1988-01-19	67.16283	14.07217	G	Grunnst�ting	ROLF ATLE	POINT(14.0721664428711 67.1628341674805)"
"9044	56081C7F-190D-4431-9DF9-E401AD2B8909	1988/0010	19880010	N	1988-01-18	59.71	10.5905	G	Grunnst�ting	NORNEWS LEADER	POINT(10.5904998779297 59.7099990844727)"
"491	4DA2C163-8960-4151-A6DB-0C96E318D2BE	1988/0009	19880009	N	1988-01-17	64.14833	10.10167	G	Grunnst�ting	WITH JUNIOR	POINT(10.1016664505005 64.1483306884766)"
"7353	84273939-CDC4-48BA-9E16-BAB14DAD7B3B	1988/0081	19880081	N	1988-01-15	68.28333	15.11333	G	Grunnst�ting	ØYTIND	POINT(15.1133337020874 68.283332824707)"
"5319	13656571-229D-43B5-A63D-86658B46133E	1988/0006	19880006	N	1988-01-14	62.20833	5.5	G	Grunnst�ting	HIPPO	POINT(5.5 62.2083320617676)"
"8682	58D2D656-747A-4258-B5A8-DA86D0F80028	1988/0004	19880004	N	1988-01-13	62.63833	9.465	G	Grunnst�ting	NADODD	POINT(9.46500015258789 62.6383323669434)"
"9738	20AD984C-4873-41C2-ACD2-F662E22388D5	1988/0005	19880005	N	1988-01-13	62.335	5.748333	G	Grunnst�ting	LIDSUND	POINT(5.74833345413208 62.3349990844727)"
"447	F396F616-76AC-447D-B554-0B2FC26BF9DC	1988/0266	19880266	N	1988-01-11	59.25834	5.426667	G	Grunnst�ting	SMØRSTAKK	POINT(5.42666673660278 59.2583351135254)"
"6079	B3A39DB4-5C2D-4D5D-A6B8-9AB8D9AD5F34	1988/0080	19880080	N	1988-01-11	65.48133	12.21467	G	Grunnst�ting	STINA	POINT(12.2146663665771 65.481330871582)"
"8470	1349764E-F4F9-4F38-BA59-D517529300A5	1988/0003	19880003	N	1988-01-08	63.305	8.107166	G	Grunnst�ting	AUKRA	POINT(8.1071662902832 63.3050003051758)"
"5386	EF05F5C4-DFA3-40A2-A0A2-8826FAE0C6A4	1988/0075	19880075	N	1988-01-06	66.52	12.11833	G	Grunnst�ting	RÅSA	POINT(12.118332862854 66.5199966430664)"
"643	400AB2B9-6AE4-4097-B0BC-102D69D60489	1988/0118	19880118	N	1988-01-02	59.335	5.288333	G	Grunnst�ting	NUA	POINT(5.28833341598511 59.3349990844727)"
"2603	6E2C97D8-D099-4B53-B13D-41AA0EA4BB10	1987/0252	19870252	N	1987-12-26	66.19	13.00833	G	Grunnst�ting	TENNA	POINT(13.0083332061768 66.1900024414063)"
"5702	4492A45B-9CF6-4D67-B042-90B2A87C9CD0	1987/0272	19870272	N	1987-12-18	68.63	16.58833	G	Grunnst�ting	SANDETRÅL	POINT(16.5883331298828 68.629997253418)"
"4264	ADAF30B5-5B50-490A-99C8-6B759C1187F9	1987/0059	19870059	N	1987-12-18	68.57166	16.5275	G	Grunnst�ting	SKILLE JUNIOR	POINT(16.5275001525879 68.571662902832)"
"9969	54695443-A00D-481D-AD6E-FC22B917D447	1987/0340	19870340	N	1987-12-17	60.31667	4.991667	G	Grunnst�ting	FALKVÅG	POINT(4.99166679382324 60.3166656494141)"
"1729	4A378405-1C96-4A8E-B8DF-2B42591F6C90	1987/0253	19870253	N	1987-12-16	66.5975	18.1555	G	Grunnst�ting	DELFIN SENIOR	POINT(18.1555004119873 66.5975036621094)"
"6467	9183E79F-DEBC-40B6-9BC4-A469640E8477	1987/0245	19870245	N	1987-12-16	63.71667	8.886666	G	Grunnst�ting	ARVE	POINT(8.8866662979126 63.716667175293)"
"4774	452A9D3B-3910-4E09-AA84-7871D5DA8D6C	1987/0261	19870261	N	1987-12-14	71	23.87167	G	Grunnst�ting	JUNI	POINT(23.8716659545898 71)"
"241	EA3AA0B9-7A86-49E3-B00D-0614232B9941	1987/0240	19870240	N	1987-12-13	65.01	11.675	G	Grunnst�ting	GOSSINGEN (FRØYANES)	POINT(11.6750001907349 65.0100021362305)"
"8224	02BE8AE6-4E48-44CB-9E3B-CF14E48AB739	1987/0309	19870309	N	1987-12-10	58.43833	5.993331	G	Grunnst�ting	PAKETT	POINT(5.99333143234253 58.4383316040039)"
"9512	82327E68-38E9-44B5-8201-F11EF54A8682	1987/0238	19870238	N	1987-12-10	65.93667	12.24667	G	Grunnst�ting	STURE-GØRAN	POINT(12.2466669082642 65.9366683959961)"
"6959	9219205C-89A9-46EA-80AF-B20E3C8E0559	1987/0264	19870264	N	1987-12-09	55.65167	10.62667	G	Grunnst�ting	NORDFART	POINT(10.6266670227051 55.651668548584)"
"3302	C9595B63-C37A-4D43-B678-52FB1D5D9CE5	1987/0328	19870328	N	1987-12-09	60.58333	5.466667	G	Grunnst�ting	FJORDBOY	POINT(5.46666669845581 60.5833320617676)"
"1712	A8186908-AFB0-4061-B387-2AB4D566D847	1987/0236	19870236	N	1987-12-04	67.37167	14.49167	G	Grunnst�ting	MURHOLM	POINT(14.4916667938232 67.3716659545898)"
"3527	172DEC5F-88C8-4381-8E09-5869AAF33DCC	1987/0271	19870271	N	1987-12-03	69.74	19.085	G	Grunnst�ting	ØYBARD	POINT(19.0849990844727 69.7399978637695)"
"411	9BA08024-5625-4719-938F-0A562FD3C126	1987/0265	19870265	N	1987-12-02	71.08334	24.725	G	Grunnst�ting	LITEN KAR	POINT(24.7250003814697 71.0833358764648)"
"395	7C162A1F-F0F5-4D32-936D-09FF9836F6DB	1987/0235	19870235	N	1987-11-30	68.31834	14.31667	G	Grunnst�ting	JANN-AGNAR	POINT(14.3166666030884 68.3183364868164)"
"6012	8E09AD8B-D48B-4A4C-81D6-98EE4A403220	1987/0234	19870234	N	1987-11-27	68.34333	14.01667	G	Grunnst�ting	HAVBRUS	POINT(14.0166664123535 68.3433303833008)"
"178	AD7889AB-2918-4160-8BEF-0496EE408DDB	1987/0306	19870306	N	1987-11-26	58.21667	8.033334	G	Grunnst�ting	LECA VEST	POINT(8.03333377838135 58.216667175293)"
"3728	E281C271-5372-4FD7-8FCE-5DBEA5E08168	1987/0233	19870233	N	1987-11-25	70.045	27.81667	G	Grunnst�ting	HOLMBUEN	POINT(27.8166675567627 70.0449981689453)"
"9024	90987825-F2D0-4060-998C-E36FBACE3C7B	1987/0232	19870232	N	1987-11-24	61.93333	5.108333	G	Grunnst�ting	FJORDHAV	POINT(5.10833311080933 61.9333343505859)"
"3495	782E04EC-0294-4A05-9366-57C3F4B5C883	1987/0225	19870225	N	1987-11-21	59.13667	10.76333	G	Grunnst�ting	MØREJARL	POINT(10.7633333206177 59.1366653442383)"
"3244	4AD5C475-5BA7-446D-826D-51AF370BD076	1987/0211	19870211	N	1987-11-20	61.86666	4.866667	G	Grunnst�ting	HARØYBUEN	POINT(4.86666679382324 61.8666648864746)"
"120	47F79B47-9C9B-4166-8882-0306DEF4961F	1987/0212	19870212	N	1987-11-20	59.86666	5.533333	G	Grunnst�ting	NIDARØ	POINT(5.53333330154419 59.8666648864746)"
"4511	E5BBFF0E-5FAD-4982-A3B4-716315728A3F	1987/0231	19870231	N	1987-11-19	58.93333	11.11	G	Grunnst�ting	BOHUS	POINT(11.1099996566772 58.9333343505859)"
"2193	7735B160-0F56-462D-BEE3-36DF19550E62	1987/0200	19870200	N	1987-11-14	67.27167	14.3125	G	Grunnst�ting	KONGSTIND	POINT(14.3125 67.2716674804688)"
"6210	19B17712-AFB7-4514-A2A9-9E510BF1B10E	1987/0229	19870229	N	1987-11-12	64.13483	10.105	G	Grunnst�ting	FRØYVAAG ( KVELLVIK )	POINT(10.1049995422363 64.1348342895508)"
"8462	ED343E7B-CAC2-4307-928D-D4E32BD20BB2	1987/0199	19870199	N	1987-11-10	68.1175	13.8525	G	Grunnst�ting	LADY LINDA	POINT(13.852499961853 68.1175003051758)"
"7731	1669E6CE-0EF1-4A6B-AF2F-C3740C14BA08	1987/0192	19870192	N	1987-11-08	70.68333	23.59667	G	Grunnst�ting	SKARHAUG	POINT(23.5966663360596 70.6833343505859)"
"5244	CFF2F37E-7274-4285-AC19-84CF86AC7F80	1987/0239	19870239	N	1987-11-07	68.9	16.695	G	Grunnst�ting	LINWILL  IV	POINT(16.6949996948242 68.9000015258789)"
"1994	1B423422-18C5-4AE0-8C5C-31CC8AC470CA	1987/0193	19870193	N	1987-11-07	62.64	6.406667	G	Grunnst�ting	BEN HAV	POINT(6.40666675567627 62.6399993896484)"
"3467	7F1885B7-26A1-43EB-A26B-56C3D7EE25AC	1987/0304	19870304	N	1987-11-06	61.41167	4.836667	G	Grunnst�ting	GODAFOSS	POINT(4.83666658401489 61.4116668701172)"
"1943	A151F284-AB98-4418-B330-30D44881F09B	1987/0339	19870339	N	1987-11-06	59.28833	5.2	G	Grunnst�ting	JAN ROGER	POINT(5.19999980926514 59.2883338928223)"
"6302	59A9FB6E-0564-4F1C-9684-A07D2A6C39BC	1987/0222	19870222	N	1987-11-06	60.8	4.72	G	Grunnst�ting	VESLE FEIE	POINT(4.71999979019165 60.7999992370605)"
"7979	0F214FD6-D4F3-44B0-BA0D-C93D82D7E64D	1987/0218	19870218	N	1987-11-04	63.26167	8.241665	G	Grunnst�ting	HARAM	POINT(8.24166488647461 63.2616653442383)"
"2204	A4E92269-4F9A-44C9-B956-373202097E2D	1987/0228	19870228	N	1987-11-03	70.96667	27.30833	G	Grunnst�ting	TERNA	POINT(27.3083324432373 70.966667175293)"
"5176	903E114B-5769-4066-8DE6-82F655499982	1987/0217	19870217	N	1987-11-01	60.33	5.193333	G	Grunnst�ting	LYDERHORN	POINT(5.1933331489563 60.3300018310547)"
"6762	0DCC9734-0186-4F57-B802-ACE990D60449	1987/0298	19870298	N	1987-10-30	58.06167	6.853333	G	Grunnst�ting	TORUNGEN SUPPLIER	POINT(6.85333347320557 58.0616683959961)"
"5278	B8B05543-5728-45CA-88EC-858818910BD4	1987/0216	19870216	N	1987-10-30	60.93767	4.626833	G	Grunnst�ting	KAMBO	POINT(4.62683343887329 60.9376678466797)"
"8431	B8227A2F-BB4C-4C7A-9ABE-D3F6D0C6A60E	1987/0189	19870189	N	1987-10-29	69.835	19.44333	G	Grunnst�ting	FJORDPRINSESSEN	POINT(19.4433326721191 69.8349990844727)"
"2404	8ADF1DF1-0923-489F-B6AE-3C15004DFA9B	1987/0188	19870188	N	1987-10-28	65.46667	12.2	G	Grunnst�ting	FISKEVÆR	POINT(12.1999998092651 65.466667175293)"
"6380	94598AF9-D431-402A-A28F-A2A6B842B0E9	1987/0297	19870297	N	1987-10-28	56	12.06667	G	Grunnst�ting	REMITO	POINT(12.0666666030884 56)"
"4812	4FE80AD2-610A-4E1A-83A7-795A4F23BB55	1987/0196	19870196	N	1987-10-27	58.03333	7.733333	G	Grunnst�ting	RACON (HIDRABUEN)	POINT(7.73333311080933 58.033332824707)"
"2888	F1036D4F-D944-462A-AE79-4870B71011A8	1987/0215	19870215	N	1987-10-27	65.45883	12.17917	G	Grunnst�ting	SJØFAREREN	POINT(12.1791667938232 65.4588317871094)"
"1748	82036DDD-7BEC-4C1F-B7F8-2BB1017E553D	1987/0191	19870191	N	1987-10-23	70.78833	22.99667	G	Grunnst�ting	GAVELEN	POINT(22.9966659545898 70.788330078125)"
"8500	AAC6F14A-BA7B-48CB-AFBE-D5D3F4EAA1DB	1987/0227	19870227	N	1987-10-23	68.33567	14.956	G	Grunnst�ting	RONNY ROBERT	POINT(14.956000328064 68.3356704711914)"
"4882	635E62F4-91E4-403D-86D4-7B825DA0182A	1987/0186	19870186	N	1987-10-22	63.06667	7.691667	G	Grunnst�ting	TYSSO	POINT(7.69166660308838 63.0666656494141)"
"4788	BA397C98-087D-4C80-BFFF-78A1D02B6BDC	1987/0214	19870214	N	1987-10-20	61.47917	4.71	G	Grunnst�ting	EIKVAAG	POINT(4.71000003814697 61.4791679382324)"
"2142	59F31136-8F40-4349-9361-35A94CD389CC	1987/0182	19870182	N	1987-10-18	63.87667	9.765	G	Grunnst�ting	PORSØY	POINT(9.76500034332275 63.8766670227051)"
"2687	FF41B30A-050E-4F87-A939-43B0B6CF6FDA	1987/0181	19870181	N	1987-10-17	63.24333	8.275	G	Grunnst�ting	MIDØY	POINT(8.27499961853027 63.2433319091797)"
"530	1EE54CAE-AED7-4FC4-9934-0D7BE3C8BA13	1987/0179	19870179	N	1987-10-16	70.26334	20.76167	G	Grunnst�ting	ASPIRANT	POINT(20.7616672515869 70.2633361816406)"
"2014	68E71A03-F270-4D73-8CCF-3259CCBE10D7	1987/0194	19870194	N	1987-10-16	60	5	G	Grunnst�ting	NAVØY	POINT(5 60)"
"128	533268A9-4D86-41E4-94D1-032B189EB25D	1987/0178	19870178	N	1987-10-15	59.625	10.41333	G	Grunnst�ting	SALINA	POINT(10.4133329391479 59.625)"
"3613	0789C335-D777-4F37-AD5B-5B0946EC5178	1987/0176	19870176	N	1987-10-13	70.37666	31.15	G	Grunnst�ting	ALBERT SENIOR	POINT(31.1499996185303 70.3766632080078)"
"2645	CED19679-F635-4EA4-A295-42BF7BD18646	1987/0241	19870241	N	1987-10-12	53.81967	9.3555	G	Grunnst�ting	NORNEWS EXPRESS	POINT(9.35550022125244 53.8196678161621)"
"951	3DDCA89A-002E-4180-82A8-17DEFDF21901	1987/0175	19870175	N	1987-10-11	64.14833	10.10333	G	Grunnst�ting	NAFOSS	POINT(10.1033334732056 64.1483306884766)"
"1231	8AF98D0F-2B8C-48DB-9C7F-1F0FB77ED2E4	1987/0174	19870174	N	1987-10-07	59.24333	10.4675	G	Grunnst�ting	CEMBULK	POINT(10.4674997329712 59.2433319091797)"
"3347	93598C22-FA52-47A9-A340-53DE7B5DA2F5	1987/0173	19870173	N	1987-10-02	60.875	4.966667	G	Grunnst�ting	SJØLYS	POINT(4.96666669845581 60.875)"
"7839	2042959B-77B8-4DCA-A5BC-C5D955368EED	1987/0185	19870185	N	1987-10-01	66.51	12.09667	G	Grunnst�ting	NØVA	POINT(12.0966663360596 66.5100021362305)"
"8518	D26FCE49-35B6-47D2-8188-D6638D3C64F5	1987/0292	19870292	N	1987-09-30	59.01667	5.8	G	Grunnst�ting	VASSØY	POINT(5.80000019073486 59.0166664123535)"
"2926	25D0C403-F4CB-483D-838B-497216C0B26A	1987/0208	19870208	N	1987-09-28	55.82667	12.805	G	Grunnst�ting	VESTBULK	POINT(12.8050003051758 55.8266677856445)"
"6650	A5EFD1A8-FDB5-4C95-A31D-A9B498B4942D	1987/0295	19870295	N	1987-09-28	61.7325	4.956666	G	Grunnst�ting	SOLSKJÆR	POINT(4.95666646957397 61.7324981689453)"
"9035	019E7209-5CCA-4777-ACF0-E3D1136EC5DD	1987/0268	19870268	N	1987-09-26	68.67	16.63833	G	Grunnst�ting	FANGTIND	POINT(16.638334274292 68.6699981689453)"
"1607	2CE51321-8607-4BD5-9321-28029224DA79	1987/0169	19870169	N	1987-09-23	61.65	4.936666	G	Grunnst�ting	TRANS VIK	POINT(4.93666648864746 61.6500015258789)"
"4263	B4A9F8F1-34AB-4C92-98C0-6B6BD27B0B19	1987/0210	19870210	N	1987-09-16	60.33833	5.183333	G	Grunnst�ting	CANIS	POINT(5.18333339691162 60.3383331298828)"
"8254	1FE03123-6299-4A82-8E6A-CFA39B1C20C5	1987/0338	19870338	N	1987-09-15	58.95	5.783333	G	Grunnst�ting	FALKVÅG	POINT(5.78333330154419 58.9500007629395)"
"8397	CBC94C7C-79CD-4DD7-990B-D2F65F48D143	1987/0159	19870159	N	1987-09-14	62.48833	6.338333	G	Grunnst�ting	ANDANES	POINT(6.33833312988281 62.4883346557617)"
"2210	5A2ABFCF-BB26-4912-9C30-376FEAC04691	1987/0164	19870164	N	1987-09-13	69.545	18.78333	G	Grunnst�ting	ROHOLMEN	POINT(18.783332824707 69.5449981689453)"
