"ogc_fid	id	ulykkenummer	intulykkenr	nestenulykke	dato	breddegrad	lengdegrad	ulykketype_kode	ulykketype	skipinvolvert	geom_wkt"
"2021	0038C999-FC9D-4876-92C1-32740CD9D99F	2011/0230	20110230	N	2011-06-07	63.45116	10.20216	G	Grunnst�ting	EIRA	POINT(10.2021646499634 63.4511642456055)"
"3792	CFBB9915-2B42-4F4B-A699-5F5417CDB79D	2011/0228	20110228	N	2011-06-04	68.97	15.87667	G	Grunnst�ting	VÆRØYBUEN	POINT(15.8766670227051 68.9700012207031)"
"8227	543345B0-5FD0-42E8-A110-CF17F03C64BD	2011/0212	20110212	J	2011-05-29	59.05733	9.690331	G	Grunnst�ting	Wilson Lista	POINT(9.69033145904541 59.0573310852051)"
"607	6140165A-8BE3-4296-B8E5-0F799A76FD9F	2011/0279	20110279	N	2011-05-28	67.37334	15.575	G	Grunnst�ting	NORDIC STAR	POINT(15.5749998092651 67.3733367919922)"
"5057	85507DE5-CB18-44C9-A728-801D03C982FC	2011/0207	20110207	N	2011-05-27	59.2005	5.918	G	Grunnst�ting	FOLDØY	POINT(5.91800022125244 59.2005004882813)"
"4825	D5E34458-9F53-4436-A1E8-79C9C990336B	2011/0201	20110201	J	2011-05-23	45.225	-74.25267	G	Grunnst�ting	STEN SUOMI	POINT(-74.2526702880859 45.2249984741211)"
"4640	CCC5E1E2-9A26-468E-BA46-7533ED4AA548	2011/0203	20110203	J	2011-05-23	64.805	11.12167	G	Grunnst�ting	Cls Elbe	POINT(11.1216669082642 64.8050003051758)"
"3764	AA20A35F-0361-4119-9DF1-5EDAD7985F24	2011/0196	20110196	N	2011-05-19	69.75283	19.113	G	Grunnst�ting	MILLE	POINT(19.113000869751 69.7528305053711)"
"7941	23A0A24F-569B-4FFF-8B50-C8807028205C	2011/0193	20110193	N	2011-05-13	67.50484	12.0725	G	Grunnst�ting	RØST	POINT(12.0725002288818 67.5048370361328)"
"2604	079FD0E5-2917-469A-856C-41D57FDE400D	2011/0192	20110192	N	2011-05-12	63.64417	8.858666	G	Grunnst�ting	SVANAUG ELISE	POINT(8.85866641998291 63.6441650390625)"
"7548	007C5C13-2E07-465A-B684-BF0EFC72482A	2011/0171	20110171	N	2011-05-05	70.97666	24.55967	G	Grunnst�ting	STIAN ANDRE	POINT(24.5596656799316 70.9766616821289)"
"6281	65B1568D-AEA4-4F35-A97C-A02099A43A41	2011/0156	20110156	N	2011-04-24	58.815	9.478332	G	Grunnst�ting	Hagland Saga	POINT(9.47833156585693 58.814998626709)"
"5331	A5AC5D20-8EB8-4804-AB91-86AF7894E462	2011/0155	20110155	J	2011-04-23	68.81	15.43167	G	Grunnst�ting	NORDSTJERNEN	POINT(15.4316663742065 68.8099975585938)"
"8528	21651D23-78C0-4959-B2F5-D6CE9C152304	2011/0150	20110150	N	2011-04-17	68.70533	15.41722	G	Grunnst�ting	BULK VIKING	POINT(15.4172163009644 68.7053298950195)"
"7246	5CFE1017-53CA-4241-9B33-B837418AFF27	2011/0149	20110149	N	2011-04-15	65.75341	12.24741	G	Grunnst�ting	TORNADO	POINT(12.2474098205566 65.7534103393555)"
"8375	3D6DC2A6-3361-443B-9F4C-D27A2FB4A51B	2011/0168	20110168	N	2011-04-15	70.72283	29.45583	G	Grunnst�ting	BJØRN SENIOR	POINT(29.4558334350586 70.7228317260742)"
"7041	6A7A3597-9A20-45DD-9C02-B420322C1B60	2011/0152	20110152	J	2011-04-15	59.11167	5.471667	G	Grunnst�ting	SCAN TRADER	POINT(5.47166681289673 59.1116676330566)"
"9193	258561A1-9473-42D4-A03B-E81DEDC984F3	2011/0140	20110140	N	2011-04-08	57.59133	9.955832	G	Grunnst�ting	SUPERSPEED 1	POINT(9.95583152770996 57.5913314819336)"
"8801	8CDEF6CD-FB40-4CAC-9915-DD2E8C937124	2011/0142	20110142	N	2011-04-07	66.59167	12.90233	G	Grunnst�ting	GOULD DOLLAR	POINT(12.9023332595825 66.591667175293)"
"9059	1B14B5DA-D772-4FD0-8162-E44E9701944C	2011/0137	20110137	N	2011-04-05	68.1575	14.6565	G	Grunnst�ting	VÅGAN	POINT(14.6564998626709 68.1575012207031)"
"386	C5EF689A-1811-4620-8373-09BB2BE04281	2011/0134	20110134	N	2011-04-04	68.03667	15.28833	G	Grunnst�ting	HAVHEIM	POINT(15.2883319854736 68.0366668701172)"
"5919	62B4D7B3-D04C-48E9-9D64-968584D39664	2011/0143	20110143	J	2011-04-04	63.44	8.721666	G	Grunnst�ting	BUEFJORD	POINT(8.72166633605957 63.439998626709)"
"8466	E3D39D6C-10ED-490D-9301-D5014C3835A8	2011/0184	20110184	N	2011-04-03	30.12013	-91.02807	G	Grunnst�ting	BW HUGIN	POINT(-91.0280685424805 30.1201324462891)"
"9984	CCF66619-2272-45E9-B7C6-FCA4E9C3715E	2011/0126	20110126	N	2011-03-27	64.85567	10.599	G	Grunnst�ting	ANDERØY	POINT(10.5989999771118 64.8556671142578)"
"5880	DEBF21D1-E846-4577-9F22-95A5959FD0D6	2011/0115	20110115	J	2011-03-23	64.7685	11.62333	G	Grunnst�ting	HERLAUG	POINT(11.6233329772949 64.7685012817383)"
"9595	613A8E67-6C1A-4C98-BEA9-F31BABF58485	2011/0096	20110096	N	2011-03-16	61.77816	4.948665	G	Grunnst�ting	FØRDEFJORD	POINT(4.94866514205933 61.7781639099121)"
"819	D7C758BD-AFCB-42C6-85D3-14B9EDF994FA	2011/0091	20110091	J	2011-03-08	59.60667	5.236166	G	Grunnst�ting	AUSTRHEIM	POINT(5.23616647720337 59.6066665649414)"
"1366	54F31538-6383-4F29-80E3-220C343BF1F1	2011/0084	20110084	N	2011-03-04	68.62167	16.57117	G	Grunnst�ting	NORDHEIMSON	POINT(16.5711669921875 68.6216659545898)"
"7894	CF97AA21-3153-4821-A49D-C72FE391B4D6	2011/0087	20110087	N	2011-03-04	53.67	8.386666	G	Grunnst�ting	HØEGH SEOUL	POINT(8.3866662979126 53.6699981689453)"
"7893	067916A6-F39D-4FA5-9FFC-C72D7E274247	2011/0094	20110094	N	2011-03-02	69.59167	17.82833	G	Grunnst�ting	SOLSTRAND	POINT(17.828332901001 69.591667175293)"
"7621	FE92D2BF-530B-4512-9326-C12A6346A1C7	2011/0070	20110070	N	2011-03-01	59.05367	9.643	G	Grunnst�ting	NOR VIKING	POINT(9.64299964904785 59.0536651611328)"
"9551	913AA17A-4889-4469-8047-F1E6F3A2EEF9	2011/0072	20110072	N	2011-02-28	60.13983	5.422667	G	Grunnst�ting	FANAFJORD	POINT(5.42266654968262 60.1398315429688)"
"3501	3405959D-8FE5-4F89-8D5C-57F453FA7B77	2011/0067	20110067	N	2011-02-24	63.66652	9.025717	G	Grunnst�ting	RONJA ATLANTIC	POINT(9.02571678161621 63.6665153503418)"
"565	10C22113-695F-4279-8F90-0E7965DC69F2	2011/0054	20110054	N	2011-02-17	59.04083	10.97283	G	Grunnst�ting	GODAFOSS	POINT(10.9728298187256 59.040828704834)"
"2452	186E288B-9927-4531-B9BE-3DA675251604	2011/0043	20110043	N	2011-02-10	59.04183	5.578667	G	Grunnst�ting	FJORDVEIEN	POINT(5.57866668701172 59.0418319702148)"
"8002	BB10D7D5-5CF7-4136-93EB-C9DEFAFF9E24	2011/0031	20110031	N	2011-01-30	66.25367	13.53367	G	Grunnst�ting	RANA	POINT(13.5336666107178 66.2536697387695)"
"8213	5642466D-E536-4F06-8B5D-CEDD9E0B6A57	2011/0029	20110029	N	2011-01-28	64.60516	10.95333	G	Grunnst�ting	ØYFRAKT	POINT(10.953332901001 64.6051635742188)"
"1315	E3C1376E-F683-4ECF-8D75-20F38FB969A6	2011/0025	20110025	N	2011-01-27	63.65617	9.1255	G	Grunnst�ting	RONJA SUPERIOR	POINT(9.1254997253418 63.6561660766602)"
"3170	CACB0A2C-DC2D-44BD-8578-4FB15475817E	2011/0027	20110027	N	2011-01-27	-1.938167	121.505	G	Grunnst�ting	ISABELITA	POINT(121.504997253418 -1.93816661834717)"
"9951	BF490401-F1F1-439C-9937-FBCEC25DA55A	2011/0566	20110566	N	2011-01-27	66.02333	12.65333	G	Grunnst�ting	ALSTEN	POINT(12.6533298492432 66.0233306884766)"
"2259	FE559C58-DD49-4080-9DEE-38455E0B7078	2011/0032	20110032	N	2011-01-22	24.40067	54.47417	G	Grunnst�ting	SIEM CARRIER	POINT(54.4741668701172 24.4006671905518)"
"8651	27FAE190-D41C-4437-8AE4-D980E52D06FE	2011/0023	20110023	N	2011-01-22	68.9665	15.64017	G	Grunnst�ting	TROLLFJORD	POINT(15.6401662826538 68.9664993286133)"
"6543	077BA60E-7A97-4914-8D3A-A6B8932792E8	2011/0019	20110019	N	2011-01-21	66.565	12.81	G	Grunnst�ting	RØDØYLØVEN	POINT(12.8100004196167 66.5650024414063)"
"1645	DFBED1BA-93EE-4369-AF37-28DA8909C72F	2011/0017	20110017	N	2011-01-18	71.08884	24.03267	G	Grunnst�ting	KAISA EILIN	POINT(24.0326671600342 71.0888366699219)"
"1802	32F37E60-24FE-46C3-A276-2D341BCF9A79	2011/0010	20110010	N	2011-01-15	59.62471	10.41216	G	Grunnst�ting	THOR III	POINT(10.4121646881104 59.6247138977051)"
"5628	14B2B728-6541-4233-9F6E-8E7D32BD48BA	2011/0588	20110588	J	2011-01-14	59.47833	10.37667	G	Grunnst�ting	HAKO	POINT(10.3766670227051 59.4783325195313)"
"2896	9384602C-2F13-4E5F-B382-489EA1F1673E	2011/0005	20110005	N	2011-01-09	61.117	5.690166	G	Grunnst�ting	ENGDAL JUNIOR	POINT(5.69016647338867 61.117000579834)"
"4460	75DE20D7-3A86-47E2-B271-6FED69FBA081	2011/0064	20110064	N	2011-01-07	55.92617	11.8265	G	Grunnst�ting	DANUBIA	POINT(11.8264999389648 55.9261665344238)"
"9119	DE7E0796-9015-4BF6-A36B-E6542B10713C	2011/0003	20110003	J	2011-01-05	70.50166	22.74667	G	Grunnst�ting	SCAN TRADER	POINT(22.7466659545898 70.5016632080078)"
"2721	80B2647D-0D0C-4A6E-A4B3-447BEADEDCCD	2011/0004	20110004	N	2011-01-01	63.09038	7.548867	G	Grunnst�ting	SØRDYRØY	POINT(7.54886674880981 63.0903816223145)"
"4943	F632E932-88BE-4B29-9758-7D3B062CD2F5	2010/1117	20101117	N	2010-12-27	62.63717	6.2765	G	Grunnst�ting	FJORD AALESUND	POINT(6.27650022506714 62.6371650695801)"
"8083	74F17CE8-A631-4AA9-B816-CBF56A0BB792	2010/1134	20101134	N	2010-12-22	26.025	-97.23833	G	Grunnst�ting	KRISTIN KNUTSEN	POINT(-97.2383346557617 26.0249996185303)"
"9480	C6A46AAC-37EA-40BD-B76F-F0403AFEC8BC	2010/1116	20101116	N	2010-12-22	66.37528	12.37043	G	Grunnst�ting	HELGELAND	POINT(12.3704319000244 66.3752822875977)"
"3858	F1EA7089-2A83-4EBD-8AEA-60D8322AA827	2010/1103	20101103	N	2010-12-15	62.67483	7.453832	G	Grunnst�ting	EIRA	POINT(7.45383167266846 62.6748313903809)"
"9731	F3E2ECA1-5A81-4B3A-BDDA-F62961B74B74	2010/1092	20101092	N	2010-12-12	69.23648	17.95587	G	Grunnst�ting	FRØYDIS MARIE	POINT(17.9558658599854 69.2364807128906)"
"4683	2FB365AC-4C59-49E9-98E3-76389F3C93EF	2010/1087	20101087	N	2010-12-09	54.23667	10.995	G	Grunnst�ting	KONGSVAAG	POINT(10.9949998855591 54.2366676330566)"
"1945	3791025E-0B78-428C-9844-30D95DA7053A	2010/1088	20101088	N	2010-12-02	69.35516	18.08867	G	Grunnst�ting	MUDDER 080	POINT(18.0886669158936 69.3551635742188)"
"4154	120D1EC2-EE2A-4516-80CE-68919BB57C33	2010/1075	20101075	J	2010-12-02	63.06778	8.225734	G	Grunnst�ting	STORDAL	POINT(8.22573375701904 63.0677833557129)"
"6710	36C22D5F-D07A-4325-8249-AB83EF24318B	2010/1089	20101089	J	2010-11-28	63.1385	7.913667	G	Grunnst�ting	TINGVOLL	POINT(7.91366672515869 63.138500213623)"
"3840	72F908A4-94BD-4D7C-8457-608330214E02	2010/1091	20101091	N	2010-11-28	69.23666	17.90667	G	Grunnst�ting	KAPRIFOL	POINT(17.906665802002 69.2366638183594)"
"4149	433E6DC7-1D55-4078-9CC4-686E4DC795D4	2010/1070	20101070	N	2010-11-26	66.83717	13.27	G	Grunnst�ting	SVEBÅEN	POINT(13.2700004577637 66.8371658325195)"
"1602	5719F833-01F3-46B9-8881-27E0F7C63901	2010/1062	20101062	N	2010-11-21	66.27167	12.41667	G	Grunnst�ting	Lotus	POINT(12.4166650772095 66.2716674804688)"
"1650	6DF0B17F-8E1A-40D1-BC1A-28EA54BB2D94	2010/1037	20101037	J	2010-11-10	68.90617	14.99916	G	Grunnst�ting	TINDEN	POINT(14.9991645812988 68.9061660766602)"
"3753	0F77F2D3-D324-4464-AFB5-5E98EC132D5A	2010/1038	20101038	N	2010-11-10	63.12333	7.781667	G	Grunnst�ting	MALI ROSE	POINT(7.78166675567627 63.1233329772949)"
"2170	E0C09710-01D9-4F5F-BA44-3658A9B664A6	2010/1036	20101036	N	2010-11-10	59.035	10.96667	G	Grunnst�ting	COMETA	POINT(10.9666652679443 59.0349998474121)"
"6997	281B5B19-027C-44B9-9986-B31A97BEF93E	2010/1025	20101025	N	2010-11-02	68.06734	13.56667	G	Grunnst�ting	KVALVIKBØEN	POINT(13.5666666030884 68.0673370361328)"
"4682	CDCDE0BC-DEC1-42E4-9EA7-76334ADB1BEF	2010/1023	20101023	N	2010-11-02	61.94333	5.138333	G	Grunnst�ting	ELI  STAR	POINT(5.13833332061768 61.9433326721191)"
"4512	9FA13F19-81A9-468A-954F-7193BC2F8D01	2010/1030	20101030	N	2010-11-01	61.26333	17.187	G	Grunnst�ting	SALLY	POINT(17.1870002746582 61.2633323669434)"
"3075	72C9108D-0E31-4E6F-AA25-4DABAC0965DD	2010/1152	20101152	N	2010-10-27	59.675	5.68	G	Grunnst�ting	VORTEX	POINT(5.67999982833862 59.6749992370605)"
"4758	F7D4700E-A0CB-4F47-891F-781B3CF81D55	2010/1013	20101013	N	2010-10-27	59.05333	5.423333	G	Grunnst�ting	FJORDDROTT	POINT(5.42333316802979 59.0533332824707)"
"6853	7EFE3035-0B71-4BE3-8B16-AF736D5ED625	2010/1086	20101086	N	2010-10-27	68.48663	15.21273	G	Grunnst�ting	FAGERVOLL	POINT(15.2127332687378 68.4866333007813)"
"1475	74D3411B-A753-4688-9FB1-24D76BB42079	2010/1009	20101009	N	2010-10-24	69.23598	17.96831	G	Grunnst�ting	HAVFRAKT	POINT(17.9683094024658 69.2359848022461)"
"1097	F50C9240-FEC6-4AC3-96A6-1B8456710051	2010/1003	20101003	N	2010-10-21	60.805	4.796667	G	Grunnst�ting	STRAUMVIK	POINT(4.79666662216187 60.8050003051758)"
"4298	C5574E47-A847-41DC-BA9F-6C9E205F3276	2010/0999	20100999	N	2010-10-18	63.62845	6.130233	G	Grunnst�ting	HORDAFOR IV	POINT(6.13023328781128 63.6284484863281)"
"3128	8BA80875-CCA9-4EE6-ACE8-4EC48E073429	2010/1006	20101006	N	2010-10-14	62.46667	6.116667	G	Grunnst�ting	HAVBRYN	POINT(6.11666679382324 62.466667175293)"
"7906	34B76751-FBBC-4000-93FF-C7715E725412	2010/0972	20100972	N	2010-10-06	66.8781	13.41257	G	Grunnst�ting	FJORDTOR I	POINT(13.4125671386719 66.8780975341797)"
"3493	6FC33E97-C4BF-4539-AEA0-57B8E2282386	2010/0970	20100970	N	2010-10-03	61.615	5.063334	G	Grunnst�ting	FAR SAGA	POINT(5.06333351135254 61.6150016784668)"
"3814	1F5F2F13-5D79-4DC7-B69F-5FF469232310	2010/0968	20100968	N	2010-10-02	67.87334	12.96333	G	Grunnst�ting	MOT	POINT(12.9633331298828 67.8733367919922)"
"8932	EF2A7092-0334-4719-9B67-E131B582486F	2010/0962	20100962	N	2010-09-26	61.94316	5.137333	G	Grunnst�ting	NYFJELL	POINT(5.13733339309692 61.9431648254395)"
"3996	B49F1447-D617-4126-8F68-64AA88FFE2D0	2010/0949	20100949	N	2010-09-15	61.94783	5.1375	G	Grunnst�ting	FREYFAXI	POINT(5.13749980926514 61.9478340148926)"
"5133	3FD6375A-9B77-4F62-BC7D-81E0BC6024BA	2010/0947	20100947	N	2010-09-14	59.8415	10.5885	G	Grunnst�ting	ARONDELLE	POINT(10.5885000228882 59.8414993286133)"
"2048	17D11E94-E380-49EB-8A80-33516041EA90	2010/0942	20100942	N	2010-09-12	61.675	4.976666	G	Grunnst�ting	HORDAFOR III	POINT(4.97666645050049 61.6749992370605)"
"1244	AD8B7872-AA11-43B0-A8BF-1F462F98FF7E	2010/0943	20100943	J	2010-09-07	70	19.75	G	Grunnst�ting	BOGNES	POINT(19.75 70)"
"6761	5798B6B8-F801-410C-A971-ACE7D8632FC8	2010/1057	20101057	N	2010-09-04	65.48833	12.21	G	Grunnst�ting	NORDKYN	POINT(12.210000038147 65.4883346557617)"
"2101	60614016-A1B8-4E81-BC46-347BD4B342B4	2010/1065	20101065	J	2010-09-03	70.00833	21.83833	G	Grunnst�ting	KVÆNANGEN	POINT(21.8383331298828 70.0083312988281)"
"1275	27384106-DE42-457A-B623-201197BAE129	2010/0929	20100929	J	2010-09-02	60.19167	4.966667	G	Grunnst�ting	Wilson Rhine	POINT(4.96666669845581 60.1916656494141)"
"8732	A89E7D73-1F47-44F3-BDCB-DB921C0C0C64	2010/1053	20101053	J	2010-09-01	62.68483	7.466667	G	Grunnst�ting	JULSUND	POINT(7.46666669845581 62.6848335266113)"
"2126	E4F9A6E1-24C0-464A-8E23-35581999AE52	2010/0925	20100925	J	2010-08-22	60.298	5.140833	G	Grunnst�ting	FINNØYBULK	POINT(5.14083337783813 60.2980003356934)"
"8770	B72806C4-4D7D-48C5-8994-DC6A00FDCD99	2010/0918	20100918	N	2010-08-15	63.86602	8.66055	G	Grunnst�ting	FRØYAFERJA	POINT(8.66055011749268 63.8660163879395)"
"9154	CB93FC17-74AE-4EBE-9A59-E728F7584416	2010/0910	20100910	N	2010-08-13	61.49833	4.968333	G	Grunnst�ting	VETLEFJORD	POINT(4.96833324432373 61.4983329772949)"
"7026	C5CA61FF-0337-48BE-B368-B3CEBD7F83B0	2010/0909	20100909	J	2010-08-09	68.2	14	G	Grunnst�ting	VÅGAN	POINT(14 68.1999969482422)"
"3675	3C5E1920-7E6B-4368-AF87-5C6B849C7E03	2010/0902	20100902	N	2010-08-07	66.05817	11.823	G	Grunnst�ting	EINAR	POINT(11.8229999542236 66.0581665039063)"
"6209	08306CE1-5ECC-4198-B35C-9E4E07BD5485	2010/0889	20100889	N	2010-07-31	66.18333	12.35	G	Grunnst�ting	GAMLE HELGELAND	POINT(12.3500003814697 66.1833343505859)"
"272	AD99D008-5E7D-472E-8003-06C829158AC7	2010/0894	20100894	J	2010-07-30	67.227	14.66733	G	Grunnst�ting	CABAL	POINT(14.6673336029053 67.2269973754883)"
"4107	D086E0B8-70A1-4729-B30C-676CB97CA786	2010/0892	20100892	N	2010-07-27	66.36667	12.56667	G	Grunnst�ting	VÅGTRANS	POINT(12.5666666030884 66.3666687011719)"
"2233	B3485C71-C20E-4B2F-8A05-37EA9A838736	2010/0869	20100869	N	2010-07-10	66.94472	13.43508	G	Grunnst�ting	TURBO	POINT(13.4350833892822 66.9447174072266)"
"5846	3CEB16DD-DE56-4A2F-9313-94CFD786F732	2010/0862	20100862	N	2010-07-03	70.0465	18.63333	G	Grunnst�ting	SOLTIND	POINT(18.6333332061768 70.046501159668)"
"3010	623BB29E-C11F-4251-8CEB-4BE06C6812B0	2010/0859	20100859	N	2010-06-30	76.58833	15.65666	G	Grunnst�ting	POLAR STAR	POINT(15.6566648483276 76.5883331298828)"
"6946	A6DA0582-CA60-4B7F-9A2B-B1A756FD31F6	2010/0906	20100906	N	2010-06-26	60.93833	4.783667	G	Grunnst�ting	PANDORA	POINT(4.78366661071777 60.9383316040039)"
"3424	095FC356-E287-484F-A4CF-55CE17FF3A04	2010/0834	20100834	N	2010-06-16	67.07954	14.43335	G	Grunnst�ting	GAMLE SALTEN	POINT(14.433349609375 67.0795364379883)"
"1973	DD0CAB4B-DCFF-4322-9818-316F69230663	2010/0826	20100826	N	2010-06-12	69.01334	15.07833	G	Grunnst�ting	RUNE VIKING	POINT(15.078332901001 69.0133361816406)"
"8108	6E508A07-3D80-4884-B283-CC9B10A32112	2010/0823	20100823	N	2010-06-10	69.326	16.14483	G	Grunnst�ting	NUEVO VIRGEN DE LODAIRO	POINT(16.144832611084 69.3259963989258)"
"5584	4FD3D672-C068-4BF3-8C2B-8D3D3CA9DC97	2010/0808	20100808	N	2010-06-03	59.89033	10.63733	G	Grunnst�ting	BØRØYSUND	POINT(10.6373319625854 59.8903312683105)"
"4779	DEE7F783-06E6-4B9E-9E9E-78801DD456F8	2010/0849	20100849	N	2010-06-03	58.94667	6.124	G	Grunnst�ting	CLIPPER	POINT(6.12400007247925 58.9466667175293)"
"5035	ADB63AE2-ADD0-4029-9FB1-7F7DE29227C9	2010/0803	20100803	J	2010-06-01	67.98333	14.83333	G	Grunnst�ting	Wilson EMS	POINT(14.8333330154419 67.9833297729492)"
"9157	CA43E8CB-DAA7-49F1-8024-E74E929836C3	2010/0798	20100798	N	2010-05-29	59.93333	5.483333	G	Grunnst�ting	EMMA	POINT(5.48333311080933 59.9333343505859)"
"225	C8B92922-8292-4CFE-BCF1-059DDC030C0D	2010/0813	20100813	N	2010-05-28	60.8145	5.802	G	Grunnst�ting	MAAN DOLPHIN	POINT(5.80200004577637 60.8144989013672)"
"187	D252DF04-9FC0-47D3-8856-04C0A63E7E6D	2010/0768	20100768	N	2010-05-07	63.625	9.4885	G	Grunnst�ting	CHIEF	POINT(9.48849964141846 63.625)"
"7638	3740898A-E6DA-4BB7-8386-C174290F870A	2010/0766	20100766	N	2010-05-05	70.97667	26.01667	G	Grunnst�ting	MATHILDE	POINT(26.0166664123535 70.9766693115234)"
"1209	711039B4-CA24-4900-B19E-1E600AECAC25	2010/0758	20100758	N	2010-05-01	64.5565	11.4945	G	Grunnst�ting	STEIGEN	POINT(11.4945001602173 64.5565032958984)"
"5103	E807E519-1E48-4384-A9F4-8120BF899B81	2010/0781	20100781	N	2010-04-28	62.465	6.123333	G	Grunnst�ting	SÆVIKSON	POINT(6.12333345413208 62.4650001525879)"
"4954	C5DF3611-9479-43A1-B146-7D6E2AD5910E	2010/0756	20100756	N	2010-04-25	61.58585	4.9638	G	Grunnst�ting	FJORDGLYTT	POINT(4.96379995346069 61.5858497619629)"
"6923	9EA8881C-5F8D-45A9-9BF3-B1125716B89C	2010/0740	20100740	N	2010-04-18	58.85	9.433333	G	Grunnst�ting	TITRAN	POINT(9.43333339691162 58.8499984741211)"
"9432	FA9E2B81-C392-4C19-8C31-EE885F53F3FE	2010/0737	20100737	N	2010-04-16	58.97348	5.74555	G	Grunnst�ting	RYGERBUEN	POINT(5.74555015563965 58.9734840393066)"
"3439	9516700C-8DFB-432B-8EBF-562A9191C8E8	2010/1140	20101140	N	2010-04-13	51.91667	4.233333	G	Grunnst�ting	JO ASK	POINT(4.23333311080933 51.9166679382324)"
"4999	E56255C6-6B26-484C-A1C7-7E8D8BAC048B	2010/0761	20100761	N	2010-04-13	56.51833	-5.36	G	Grunnst�ting	RONJA SKYE	POINT(-5.3600001335144 56.5183334350586)"
"7922	7F85CDDC-1D56-4427-810A-C7DC2DEFB8FD	2010/0745	20100745	N	2010-04-13	68.12033	13.83967	G	Grunnst�ting	POLFOSS	POINT(13.8396663665771 68.1203308105469)"
"4678	D6670103-D335-4517-A201-761C33BA66D2	2010/0726	20100726	N	2010-04-09	69.16666	17.75	G	Grunnst�ting	SEMO	POINT(17.75 69.1666641235352)"
"8095	326E198D-C71D-4013-AA29-CC53F52A003A	2010/0722	20100722	N	2010-04-07	61.11666	5.333333	G	Grunnst�ting	Sc Aberdeen	POINT(5.33333349227905 61.1166648864746)"
"3599	8D0009E4-E541-42FF-BE99-5ACBC3825195	2010/1145	20101145	N	2010-04-01	58.84333	9.561666	G	Grunnst�ting	KV NORNEN	POINT(9.56166648864746 58.843334197998)"
"2517	A5EFEB59-5428-48FC-A905-3F379B822FED	2010/0718	20100718	N	2010-03-27	59.90717	10.70933	G	Grunnst�ting	COLOR MAGIC	POINT(10.7093334197998 59.9071655273438)"
"1708	074D27CC-3BDA-4CBF-B017-2AA25708BC0F	2010/0709	20100709	N	2010-03-25	59.13617	10.97	G	Grunnst�ting	CLIPPER KRYSTAL	POINT(10.9700002670288 59.1361656188965)"
"5517	030D1B54-4E4D-4A55-B31E-8B47A7488D31	2010/0697	20100697	N	2010-03-15	60.48917	5.403332	G	Grunnst�ting	OLE BULL	POINT(5.4033317565918 60.4891662597656)"
"3948	929F9A1A-21EF-4431-A7FC-635A77BDE2BE	2010/0675	20100675	J	2010-03-04	59.88183	10.67233	G	Grunnst�ting	TIDEDRONNINGEN	POINT(10.6723337173462 59.8818321228027)"
"9179	90D28D66-09C5-4703-B26E-E7D983E4F5A6	2010/0668	20100668	N	2010-03-03	59.27116	4.834832	G	Grunnst�ting	VESTSKJÆR	POINT(4.83483171463013 59.2711639404297)"
"8035	A1208333-1E9F-426A-9300-CA95908EB5C5	2010/0674	20100674	J	2010-03-03	59.88183	10.67233	G	Grunnst�ting	TIDEPRINSEN	POINT(10.6723337173462 59.8818321228027)"
"5334	4F2BD3B6-C197-4DC6-8641-86CB6A25CFF6	2010/0667	20100667	N	2010-03-02	69.84333	18.59333	G	Grunnst�ting	SOLVANG	POINT(18.593334197998 69.8433303833008)"
"8539	E4A42AA7-B1B5-4AB3-A38C-D728F3E44734	2010/0658	20100658	N	2010-02-24	56.62333	-6.003332	G	Grunnst�ting	RONJA SKYE	POINT(-6.00333166122437 56.6233329772949)"
"1823	64B719E2-5555-4EE7-BF72-2DD6D9C63CC3	2010/0642	20100642	N	2010-02-22	66.62833	13.05117	G	Grunnst�ting	VEAGUTT	POINT(13.0511665344238 66.6283340454102)"
"4571	1585AF63-A9E0-498B-9046-73342020455A	2010/0651	20100651	N	2010-02-19	68.8215	16.62567	G	Grunnst�ting	NORDFJELL	POINT(16.6256675720215 68.8215026855469)"
"5185	CB4A8F28-2F4F-4FA3-A2A4-833E164F191D	2010/0638	20100638	N	2010-02-17	61.76833	4.9005	G	Grunnst�ting	FREDRIKSON	POINT(4.90049982070923 61.7683334350586)"
"4799	C6B7AA06-D5F1-4BB7-BE49-78DE8958D1A0	2010/0631	20100631	N	2010-02-09	66.32348	13.01927	G	Grunnst�ting	AUNBORG	POINT(13.0192651748657 66.3234786987305)"
"6505	89B52835-5569-4077-875E-A59AD58AD002	2010/0649	20100649	N	2010-02-06	65.705	12.46283	G	Grunnst�ting	RONJA HARVESTER	POINT(12.462833404541 65.7050018310547)"
"6096	B288C3D8-B4F3-459D-A7A6-9B2BC487EBA1	2010/0617	20100617	N	2010-02-02	69.32667	16.14	G	Grunnst�ting	SVEALAND	POINT(16.1399993896484 69.3266677856445)"
"2444	337C7E4D-AEF8-47E8-BC1B-3D5BB834AA6D	2010/0627	20100627	N	2010-01-31	63.6455	9.465333	G	Grunnst�ting	HAVSERVICE I	POINT(9.46533298492432 63.6455001831055)"
"801	9D0E1D32-2032-4D88-88D5-1453B412BF07	2010/0630	20100630	N	2010-01-29	67.82488	14.74625	G	Grunnst�ting	FJELLSEGGA	POINT(14.7462501525879 67.8248825073242)"
"1996	32048372-1E3C-4713-879A-31D7339C34C8	2010/0613	20100613	J	2010-01-26	54.35583	10.05367	G	Grunnst�ting	STEN HIDRA	POINT(10.0536670684814 54.3558349609375)"
